date_key,customer_id,plan_id,data_allocated_mb,data_carried_forward_mb,data_consumed_mb,voice_minutes_used,sms_used,network_type,usage_source
20251106,C1007686,2102,3413,49,2587,12,1,4G,Mobile
20251107,C1007686,2102,3413,253,1910,14,0,4G,Mobile
20251108,C1007686,2101,2048,488,1129,14,1,4G,Hotspot
20251109,C1007686,2102,3413,432,1534,11,2,4G,Mobile
20251110,C1007686,2103,6144,33,3683,7,1,4G,Mobile
20251111,C1007686,2102,3413,327,2550,10,1,5G,Mobile
20251112,C1007686,2101,2048,447,1176,11,3,4G,Mobile
20251113,C1007686,2103,6144,268,2835,13,3,4G,Mobile
20251114,C1007686,2102,3413,44,867,11,1,4G,Mobile
20251115,C1007686,2102,3413,33,2622,14,2,5G,Mobile
20251116,C1007686,2103,6144,598,2605,11,0,4G,Mobile
20251117,C1007686,2102,3413,296,191,12,2,5G,Hotspot
20251118,C1007686,2103,6144,486,2394,13,4,4G,Mobile
20251119,C1007686,2102,3413,34,1682,12,3,4G,Mobile
20251120,C1007686,2102,3413,411,,19,2,5G,Mobile
20251121,C1007686,2101,2048,48,226,20,0,5G,Mobile
20251122,C1007686,2102,3413,113,1547,12,6,5G,Mobile
20251123,C1007686,2103,6144,527,2753,16,4,4G,Mobile
20251124,C1007686,2103,6144,326,1266,11,2,5G,Mobile
20251125,C1007686,2101,2048,427,1032,14,3,4G,Mobile
20251126,C1007686,2102,3413,295,630,11,2,4G,Mobile
20251127,C1007686,2101,2048,27,1078,9,2,4G,Mobile
20251128,C1007686,2101,2048,126,1794,14,2,4G,Hotspot
20251129,C1007686,2102,3413,477,1213,12,1,4G,Mobile
20251130,C1007686,2101,2048,56,173,12,0,4G,Mobile
20251101,C1007687,2005,2560,,518,10,1,5G,Mobile
20251102,C1007687,2201,1024,,250,17,2,4G,Hotspot
20251103,C1007687,2003,2048,154,612,16,1,4G,Mobile
20251104,C1007687,2002,2048,,288,6,1,4G,Mobile
20251105,C1007687,2002,2048,,504,14,0,4G,Mobile
20251106,C1007687,2201,1024,,44,11,3,4G,Mobile
20251107,C1007687,2201,1024,,513,14,1,4G,Hotspot
20251108,C1007687,2201,1024,,360,11,1,4G,Mobile
20251109,C1007687,2002,2048,,305,4,2,4G,Mobile
20251110,C1007687,2001,1536,,240,12,1,4G,Mobile
20251111,C1007687,2002,2048,,1103,13,2,4G,Mobile
20251112,C1007687,2001,1536,,757,10,0,4G,Hotspot
20251113,C1007687,2005,2560,,1498,9,3,4G,Mobile
20251114,C1007687,2002,2048,,580,15,1,4G,Mobile
20251115,C1007687,2002,2048,,508,17,3,5G,Mobile
20251116,C1007687,2201,1024,,496,18,1,4G,Mobile
20251117,C1007687,2002,2048,,871,12,1,4G,Mobile
20251118,C1007687,2002,2048,,1170,14,0,4G,Mobile
20251119,C1007687,2201,1024,,585,10,1,5G,Mobile
20251120,C1007687,2003,2048,147,427,17,0,4G,Mobile
20251121,C1007687,2004,1024,333,402,5,1,4G,Mobile
20251122,C1007687,2201,1024,,247,11,3,4G,Mobile
20251123,C1007687,2001,1536,,932,13,0,4G,Mobile
20251124,C1007687,2003,2048,15,194,9,1,4G,Mobile
20251125,C1007687,2001,1536,,518,14,2,4G,Mobile
20251126,C1007687,2002,2048,,693,10,1,5G,Mobile
20251127,C1007687,2003,2048,462,1478,13,1,5G,Mobile
20251128,C1007687,2002,2048,,1510,16,3,4G,Mobile
20251129,C1007687,2005,2560,,149,4,1,4G,Mobile
20251130,C1007687,2002,2048,,1154,7,4,4G,Hotspot
20251101,C1007688,2201,1024,,481,19,1,4G,Mobile
20251102,C1007688,2201,1024,,426,9,2,4G,Mobile
20251103,C1007688,2003,2048,598,1386,12,0,4G,Hotspot
20251104,C1007688,2002,2048,,394,13,0,4G,Mobile
20251105,C1007688,2003,2048,286,1103,12,2,4G,Mobile
20251106,C1007688,2001,1536,,312,10,2,4G,Mobile
20251107,C1007688,2201,1024,,247,17,0,4G,Mobile
20251108,C1007688,2003,2048,197,964,7,0,4G,Mobile
20251109,C1007688,2201,1024,,71,8,0,4G,Mobile
20251110,C1007688,2004,1024,152,379,11,0,4G,Mobile
20251111,C1007688,2002,2048,,576,9,3,4G,Hotspot
20251112,C1007688,2201,1024,,732,12,0,4G,Mobile
20251113,C1007688,2003,2048,15,310,17,2,5G,Mobile
20251114,C1007688,2201,1024,,396,14,1,4G,Mobile
20251115,C1007688,2003,2048,312,703,12,1,4G,Hotspot
20251116,C1007688,2004,1024,129,610,9,1,4G,Mobile
20251117,C1007688,2002,2048,,1151,11,1,4G,Mobile
20251118,C1007688,2001,1536,,610,13,3,4G,Mobile
20251119,C1007688,2004,1024,454,554,15,1,4G,Mobile
20251120,C1007688,2201,1024,,154,16,1,4G,Mobile
20251121,C1007688,2001,1536,,976,9,2,4G,Mobile
20251122,C1007688,2002,2048,,767,10,1,4G,Mobile
20251123,C1007688,2002,2048,,320,10,2,4G,Mobile
20251124,C1007688,2005,2560,,965,14,0,5G,Hotspot
20251125,C1007688,2003,2048,499,675,15,2,5G,Mobile
20251126,C1007688,2005,2560,,1026,18,1,4G,Mobile
20251127,C1007688,2003,2048,139,1594,17,0,4G,Mobile
20251128,C1007688,2003,2048,215,893,9,1,4G,Mobile
20251129,C1007688,2004,1024,47,142,15,0,4G,Mobile
20251130,C1007688,2005,2560,,1257,12,0,4G,Mobile
20251101,C1007689,2101,2048,142,1030,11,1,4G,Mobile
20251102,C1007689,2101,2048,265,24,6,3,4G,Mobile
20251103,C1007689,2102,3413,591,531,14,2,4G,Mobile
20251104,C1007689,2103,6144,11,749,18,2,4G,Mobile
20251105,C1007689,2101,2048,283,966,11,1,4G,Mobile
20251106,C1007689,2101,2048,317,623,15,0,5G,Mobile
20251107,C1007689,2102,3413,394,726,8,0,4G,Hotspot
20251108,C1007689,2101,2048,74,1138,16,0,5G,Mobile
20251109,C1007689,2101,2048,156,527,11,1,4G,Mobile
20251110,C1007689,2103,6144,364,3903,13,3,4G,Mobile
20251111,C1007689,2101,2048,56,214,10,1,4G,Mobile
20251112,C1007689,2101,2048,134,1162,12,2,4G,Mobile
20251113,C1007689,2101,2048,314,261,7,1,4G,Mobile
20251114,C1007689,2101,2048,132,380,9,0,4G,Mobile
20251115,C1007689,2102,3413,232,1545,19,2,4G,Mobile
20251116,C1007689,2102,3413,479,1702,8,3,4G,Mobile
20251117,C1007689,2102,3413,237,1769,14,2,4G,Hotspot
20251118,C1007689,2101,2048,1,310,7,3,4G,Mobile
20251119,C1007689,2101,2048,66,172,13,2,4G,Mobile
20251120,C1007689,2102,3413,227,2470,9,3,4G,Mobile
20251121,C1007689,2103,6144,23,4543,15,1,4G,Mobile
20251122,C1007689,2103,6144,68,3766,13,2,5G,Mobile
20251123,C1007689,2102,3413,259,466,6,2,4G,Mobile
20251124,C1007689,2102,3413,29,1323,8,1,5G,Mobile
20251125,C1007689,2102,3413,62,477,14,4,4G,Mobile
20251126,C1007689,2103,6144,155,2687,19,2,5G,Mobile
20251127,C1007689,2101,2048,424,1674,9,0,4G,Mobile
20251128,C1007689,2101,2048,13,498,7,0,4G,Mobile
20251129,C1007689,2102,3413,179,2044,12,2,5G,Hotspot
20251130,C1007689,2103,6144,246,4038,8,4,5G,Mobile
20251101,C1007690,2201,1024,,546,10,1,4G,Mobile
20251102,C1007690,2002,2048,,117,16,2,4G,Mobile
20251103,C1007690,2201,1024,,78,11,3,4G,Mobile
20251104,C1007690,2201,1024,,667,12,4,4G,Mobile
20251105,C1007690,2201,1024,,105,14,2,4G,Mobile
20251106,C1007690,2201,1024,,52,23,1,4G,Mobile
20251107,C1007690,2001,1536,,569,13,3,4G,Mobile
20251108,C1007690,2004,1024,34,442,12,1,4G,Mobile
20251109,C1007690,2201,1024,,393,10,1,4G,Mobile
20251110,C1007690,2005,2560,,778,8,0,4G,Mobile
20251111,C1007690,2002,2048,,802,20,1,4G,Mobile
20251112,C1007690,2002,2048,,825,16,2,4G,Mobile
20251113,C1007690,2001,1536,,1042,15,1,5G,Mobile
20251114,C1007690,2002,2048,,1674,4,1,4G,Mobile
20251115,C1007690,2002,2048,,750,21,1,4G,Mobile
20251116,C1007690,2002,2048,,809,12,2,5G,Mobile
20251117,C1007690,2005,2560,,797,14,2,4G,Mobile
20251118,C1007690,2002,2048,,765,20,1,4G,Mobile
20251119,C1007690,2002,2048,,,18,2,4G,Mobile
20251120,C1007690,2201,1024,,734,17,1,4G,Mobile
20251121,C1007690,2002,2048,,1225,6,3,4G,Mobile
20251122,C1007690,2003,2048,23,1653,10,6,4G,Mobile
20251123,C1007690,2201,1024,,,10,1,4G,Mobile
20251124,C1007690,2201,1024,,493,9,0,4G,Mobile
20251125,C1007690,2003,2048,233,1520,11,3,4G,Mobile
20251126,C1007690,2004,1024,431,300,16,2,4G,Hotspot
20251127,C1007690,2002,2048,,818,14,3,4G,Mobile
20251128,C1007690,2003,2048,364,1594,15,4,4G,Mobile
20251129,C1007690,2002,2048,,344,18,1,5G,Mobile
20251130,C1007690,2001,1536,,864,15,0,4G,Hotspot
20251101,C1007691,2003,2048,316,759,11,2,4G,Mobile
20251102,C1007691,2002,2048,,703,9,1,4G,Mobile
20251103,C1007691,2201,1024,,723,8,2,4G,Mobile
20251104,C1007691,2201,1024,,54,13,1,5G,Mobile
20251105,C1007691,2002,2048,,1412,10,0,4G,Mobile
20251106,C1007691,2005,2560,,1706,11,2,4G,Mobile
20251107,C1007691,2002,2048,,1038,15,2,4G,Hotspot
20251108,C1007691,2005,2560,,2132,13,2,4G,Mobile
20251109,C1007691,2002,2048,,671,18,2,4G,Mobile
20251110,C1007691,2201,1024,,571,11,2,4G,Mobile
20251111,C1007691,2002,2048,,694,12,3,4G,Mobile
20251112,C1007691,2005,2560,,523,16,3,4G,Mobile
20251113,C1007691,2201,1024,,640,13,0,4G,Hotspot
20251114,C1007691,2002,2048,,938,10,3,4G,Hotspot
20251115,C1007691,2002,2048,,1096,15,2,4G,Mobile
20251116,C1007691,2001,1536,,42,16,0,4G,Mobile
20251117,C1007691,2001,1536,,116,7,2,4G,Mobile
20251118,C1007691,2001,1536,,588,11,1,4G,Mobile
20251119,C1007691,2001,1536,,321,12,0,4G,Mobile
20251120,C1007691,2201,1024,,463,19,3,4G,Mobile
20251121,C1007691,2001,1536,,1266,10,1,4G,Mobile
20251122,C1007691,2002,2048,,923,12,0,5G,Mobile
20251123,C1007691,2002,2048,,1313,12,2,4G,Mobile
20251124,C1007691,2002,2048,,652,15,2,4G,Mobile
20251125,C1007691,2001,1536,,748,14,0,4G,Hotspot
20251126,C1007691,2002,2048,,1489,15,1,4G,Hotspot
20251127,C1007691,2004,1024,114,694,18,2,4G,Mobile
20251128,C1007691,2003,2048,414,532,7,0,4G,Mobile
20251129,C1007691,2001,1536,,139,7,0,4G,Mobile
20251130,C1007691,2002,2048,,594,10,3,5G,Mobile
20251101,C1007692,2102,3413,145,2058,11,1,4G,Mobile
20251102,C1007692,2103,6144,437,1536,12,0,4G,Mobile
20251103,C1007692,2103,6144,83,3250,22,3,5G,Mobile
20251104,C1007692,2101,2048,31,1165,12,1,5G,Mobile
20251105,C1007692,2101,2048,2,105,9,1,4G,Mobile
20251106,C1007692,2102,3413,74,2476,6,1,4G,Mobile
20251107,C1007692,2103,6144,583,3263,12,3,4G,Mobile
20251108,C1007692,2102,3413,191,1515,19,2,4G,Mobile
20251109,C1007692,2103,6144,345,132,15,0,5G,Mobile
20251110,C1007692,2103,6144,527,1426,20,0,4G,Mobile
20251111,C1007692,2101,2048,498,134,19,0,5G,Mobile
20251112,C1007692,2101,2048,5,1332,9,2,5G,Mobile
20251113,C1007692,2102,3413,25,2133,10,2,4G,Mobile
20251114,C1007692,2101,2048,555,912,10,3,4G,Mobile
20251115,C1007692,2101,2048,329,455,13,1,4G,Hotspot
20251116,C1007692,2101,2048,381,651,2,2,5G,Mobile
20251117,C1007692,2101,2048,88,686,17,1,4G,Mobile
20251118,C1007692,2102,3413,364,1491,12,0,4G,Mobile
20251119,C1007692,2101,2048,327,940,11,0,5G,Mobile
20251120,C1007692,2102,3413,212,103,9,0,4G,Mobile
20251121,C1007692,2102,3413,341,516,19,0,4G,Mobile
20251122,C1007692,2101,2048,558,1422,13,1,5G,Mobile
20251123,C1007692,2101,2048,128,1434,12,0,4G,Mobile
20251124,C1007692,2101,2048,524,635,15,3,4G,Mobile
20251125,C1007692,2101,2048,183,347,11,1,4G,Hotspot
20251126,C1007692,2102,3413,43,962,10,1,4G,Hotspot
20251127,C1007692,2101,2048,316,103,9,1,4G,Mobile
20251128,C1007692,2103,6144,94,2003,12,2,5G,Hotspot
20251129,C1007692,2101,2048,495,1266,15,2,4G,Mobile
20251130,C1007692,2102,3413,475,1710,11,0,4G,Mobile
20251101,C1007693,2201,1024,,756,17,0,4G,Mobile
20251102,C1007693,2003,2048,441,1197,10,2,4G,Mobile
20251103,C1007693,2001,1536,,1026,9,0,4G,Mobile
20251104,C1007693,2201,1024,,490,14,0,4G,Mobile
20251105,C1007693,2201,1024,,126,14,3,4G,Mobile
20251106,C1007693,2002,2048,,,13,2,4G,Mobile
20251107,C1007693,2201,1024,,85,11,2,4G,Mobile
20251108,C1007693,2201,1024,,690,16,2,5G,Mobile
20251109,C1007693,2201,1024,,42,13,2,5G,Mobile
20251110,C1007693,2001,1536,,114,21,1,4G,Mobile
20251111,C1007693,2201,1024,,40,10,0,4G,Mobile
20251112,C1007693,2005,2560,,340,12,0,4G,Hotspot
20251113,C1007693,2004,1024,25,423,13,1,4G,Mobile
20251114,C1007693,2004,1024,415,713,10,2,5G,Mobile
20251115,C1007693,2001,1536,,456,11,4,5G,Mobile
20251116,C1007693,2201,1024,,462,10,2,4G,Mobile
20251117,C1007693,2004,1024,44,744,19,0,4G,Mobile
20251118,C1007693,2001,1536,,619,11,0,4G,Hotspot
20251119,C1007693,2003,2048,76,1302,8,1,4G,Mobile
20251120,C1007693,2004,1024,428,800,11,1,5G,Mobile
20251121,C1007693,2001,1536,,523,11,1,4G,Mobile
20251122,C1007693,2003,2048,444,1065,13,0,4G,Mobile
20251123,C1007693,2001,1536,,124,15,3,4G,Hotspot
20251124,C1007693,2003,2048,46,838,12,2,4G,Mobile
20251125,C1007693,2201,1024,,519,13,1,4G,Mobile
20251126,C1007693,2003,2048,312,1243,6,0,4G,Mobile
20251127,C1007693,2002,2048,,79,13,0,4G,Mobile
20251128,C1007693,2005,2560,,1567,8,1,5G,Mobile
20251129,C1007693,2004,1024,285,168,12,0,4G,Mobile
20251130,C1007693,2001,1536,,247,13,3,4G,Mobile
20251101,C1007694,2004,1024,61,64,10,3,4G,Mobile
20251102,C1007694,2002,2048,,67,5,2,5G,Hotspot
20251103,C1007694,2002,2048,,1109,16,1,5G,Mobile
20251104,C1007694,2001,1536,,403,12,0,4G,Hotspot
20251105,C1007694,2003,2048,49,1556,8,5,4G,Mobile
20251106,C1007694,2201,1024,,940,9,2,4G,Mobile
20251107,C1007694,2002,2048,,588,9,2,4G,Mobile
20251108,C1007694,2002,2048,,1306,7,2,4G,Mobile
20251109,C1007694,2004,1024,315,355,17,1,4G,Mobile
20251110,C1007694,2001,1536,,510,11,2,4G,Mobile
20251111,C1007694,2002,2048,,1228,13,4,5G,Mobile
20251112,C1007694,2001,1536,,90,8,4,4G,Mobile
20251113,C1007694,2001,1536,,109,12,4,4G,Mobile
20251114,C1007694,2003,2048,454,1358,14,2,4G,Mobile
20251115,C1007694,2001,1536,,72,12,2,5G,Mobile
20251116,C1007694,2002,2048,,719,16,3,4G,Mobile
20251117,C1007694,2002,2048,,664,13,2,4G,Mobile
20251118,C1007694,2001,1536,,851,9,2,4G,Mobile
20251119,C1007694,2001,1536,,558,12,1,4G,Mobile
20251120,C1007694,2003,2048,565,223,10,1,5G,Mobile
20251121,C1007694,2201,1024,,714,9,0,5G,Mobile
20251122,C1007694,2002,2048,,90,15,1,4G,Mobile
20251123,C1007694,2001,1536,,384,8,3,4G,Mobile
20251124,C1007694,2001,1536,,1236,7,0,5G,Mobile
20251125,C1007694,2001,1536,,1298,15,2,4G,Mobile
20251126,C1007694,2201,1024,,116,15,2,4G,Mobile
20251127,C1007694,2004,1024,376,302,15,0,4G,Mobile
20251128,C1007694,2003,2048,558,910,14,0,4G,Mobile
20251129,C1007694,2004,1024,25,765,13,3,4G,Mobile
20251130,C1007694,2001,1536,,1084,15,2,4G,Mobile
20251101,C1007695,2101,2048,421,713,9,0,4G,Mobile
20251102,C1007695,2103,6144,254,2546,12,2,4G,Mobile
20251103,C1007695,2102,3413,571,727,14,1,5G,Mobile
20251104,C1007695,2101,2048,355,1306,20,0,4G,Mobile
20251105,C1007695,2102,3413,561,1024,12,2,5G,Mobile
20251106,C1007695,2103,6144,277,1908,17,2,5G,Mobile
20251107,C1007695,2101,2048,34,51,16,1,5G,Mobile
20251108,C1007695,2102,3413,552,1917,16,1,4G,Mobile
20251109,C1007695,2103,6144,141,2492,15,0,4G,Hotspot
20251110,C1007695,2102,3413,191,2754,15,2,4G,Mobile
20251111,C1007695,2101,2048,182,1298,14,3,5G,Hotspot
20251112,C1007695,2101,2048,221,217,18,0,4G,Hotspot
20251113,C1007695,2101,2048,393,1451,15,2,4G,Mobile
20251114,C1007695,2102,3413,48,1796,14,2,4G,Hotspot
20251115,C1007695,2101,2048,251,991,17,1,4G,Mobile
20251116,C1007695,2103,6144,26,1471,13,2,5G,Hotspot
20251117,C1007695,2102,3413,296,943,13,5,4G,Mobile
20251118,C1007695,2101,2048,372,1240,10,0,5G,Mobile
20251119,C1007695,2101,2048,46,134,15,4,4G,Mobile
20251120,C1007695,2103,6144,273,1538,8,3,4G,Mobile
20251121,C1007695,2103,6144,493,3678,20,0,4G,Mobile
20251122,C1007695,2101,2048,226,1003,3,1,4G,Mobile
20251123,C1007695,2101,2048,352,167,9,0,4G,Mobile
20251124,C1007695,2101,2048,168,116,11,0,4G,Mobile
20251125,C1007695,2102,3413,411,1544,14,2,4G,Mobile
20251126,C1007695,2102,3413,452,325,11,1,5G,Mobile
20251127,C1007695,2102,3413,586,1738,10,0,5G,Mobile
20251128,C1007695,2102,3413,49,344,4,0,4G,Mobile
20251129,C1007695,2101,2048,519,493,18,1,4G,Mobile
20251130,C1007695,2102,3413,266,2426,12,1,4G,Mobile
20251101,C1007696,2004,1024,214,162,8,2,4G,Mobile
20251102,C1007696,2005,2560,,1139,7,2,4G,Mobile
20251103,C1007696,2002,2048,,238,10,1,4G,Mobile
20251104,C1007696,2004,1024,139,307,12,1,4G,Hotspot
20251105,C1007696,2004,1024,446,174,17,1,4G,Mobile
20251106,C1007696,2004,1024,15,445,14,1,4G,Mobile
20251107,C1007696,2201,1024,,486,14,0,4G,Hotspot
20251108,C1007696,2004,1024,54,10,17,1,5G,Mobile
20251109,C1007696,2201,1024,,49,12,1,4G,Mobile
20251110,C1007696,2201,1024,,263,12,4,5G,Mobile
20251111,C1007696,2201,1024,,583,14,2,4G,Mobile
20251112,C1007696,2001,1536,,97,15,3,5G,Mobile
20251113,C1007696,2001,1536,,1096,13,0,4G,Mobile
20251114,C1007696,2002,2048,,187,11,1,4G,Mobile
20251115,C1007696,2001,1536,,564,10,0,4G,Hotspot
20251116,C1007696,2003,2048,45,867,14,2,5G,Mobile
20251117,C1007696,2002,2048,,723,12,1,4G,Mobile
20251118,C1007696,2002,2048,,510,12,2,4G,Mobile
20251119,C1007696,2004,1024,55,402,17,3,4G,Mobile
20251120,C1007696,2005,2560,,1484,9,0,4G,Mobile
20251121,C1007696,2001,1536,,952,22,3,4G,Mobile
20251122,C1007696,2003,2048,15,1252,14,4,4G,Mobile
20251123,C1007696,2001,1536,,664,14,1,4G,Mobile
20251124,C1007696,2002,2048,,564,12,2,4G,Mobile
20251125,C1007696,2001,1536,,182,10,0,4G,Mobile
20251126,C1007696,2003,2048,55,689,8,2,4G,Mobile
20251127,C1007696,2004,1024,593,476,12,1,4G,Mobile
20251128,C1007696,2201,1024,,837,16,1,4G,Mobile
20251129,C1007696,2001,1536,,171,12,2,4G,Mobile
20251130,C1007696,2201,1024,,221,14,2,4G,Mobile
20251101,C1007697,2101,2048,226,665,13,0,4G,Mobile
20251102,C1007697,2101,2048,117,61,11,0,4G,Mobile
20251103,C1007697,2102,3413,315,1494,8,0,5G,Mobile
20251104,C1007697,2102,3413,55,1069,15,1,5G,Mobile
20251105,C1007697,2101,2048,575,797,7,0,4G,Mobile
20251106,C1007697,2102,3413,353,1046,21,0,4G,Mobile
20251107,C1007697,2103,6144,137,3186,15,1,4G,Mobile
20251108,C1007697,2102,3413,359,2323,8,2,4G,Hotspot
20251109,C1007697,2101,2048,263,1343,13,4,4G,Hotspot
20251110,C1007697,2101,2048,271,143,14,1,4G,Mobile
20251111,C1007697,2101,2048,135,1312,9,1,4G,Mobile
20251112,C1007697,2103,6144,9,3747,13,0,4G,Mobile
20251113,C1007697,2102,3413,544,1679,11,2,5G,Mobile
20251114,C1007697,2101,2048,22,1186,15,2,4G,Mobile
20251115,C1007697,2101,2048,168,533,12,2,4G,Mobile
20251116,C1007697,2101,2048,33,1692,8,2,4G,Hotspot
20251117,C1007697,2101,2048,441,284,10,1,4G,Mobile
20251118,C1007697,2101,2048,358,1807,12,1,4G,Mobile
20251119,C1007697,2102,3413,414,155,9,2,4G,Mobile
20251120,C1007697,2101,2048,298,452,14,1,4G,Mobile
20251121,C1007697,2101,2048,349,1065,13,0,5G,Hotspot
20251122,C1007697,2102,3413,353,3135,7,3,5G,Mobile
20251123,C1007697,2101,2048,535,971,14,1,4G,Mobile
20251124,C1007697,2101,2048,18,18,8,1,4G,Mobile
20251125,C1007697,2101,2048,99,1054,11,1,4G,Hotspot
20251126,C1007697,2102,3413,417,173,7,-1,5G,Mobile
20251127,C1007697,2102,3413,261,254,16,2,4G,Mobile
20251128,C1007697,2103,6144,25,648,14,1,4G,Mobile
20251129,C1007697,2101,2048,174,691,8,1,4G,Mobile
20251130,C1007697,2102,3413,115,938,19,1,4G,Mobile
20251101,C1007698,2004,1024,17,150,10,0,4G,Hotspot
20251102,C1007698,2002,2048,,775,11,1,5G,Mobile
20251103,C1007698,2004,1024,468,95,21,1,5G,Mobile
20251104,C1007698,2201,1024,,247,10,0,5G,Mobile
20251105,C1007698,2002,2048,,798,5,2,4G,Mobile
20251106,C1007698,2005,2560,,715,16,0,4G,Mobile
20251107,C1007698,2002,2048,,830,7,1,4G,Hotspot
20251108,C1007698,2002,2048,,735,11,1,4G,Hotspot
20251109,C1007698,2002,2048,,1466,12,1,4G,Mobile
20251110,C1007698,2201,1024,,666,10,1,4G,Mobile
20251111,C1007698,2003,2048,187,603,11,2,4G,Mobile
20251112,C1007698,2004,1024,473,638,16,0,4G,Mobile
20251113,C1007698,2003,2048,19,117,12,3,4G,Mobile
20251114,C1007698,2002,2048,,551,11,0,5G,Mobile
20251115,C1007698,2001,1536,,693,10,1,4G,Mobile
20251116,C1007698,2003,2048,52,195,13,5,4G,Mobile
20251117,C1007698,2201,1024,,82,12,0,4G,Mobile
20251118,C1007698,2001,1536,,671,9,2,4G,Mobile
20251119,C1007698,2003,2048,16,934,13,1,5G,Mobile
20251120,C1007698,2002,2048,,1265,18,0,4G,Mobile
20251121,C1007698,2001,1536,,687,12,3,4G,Mobile
20251122,C1007698,2005,2560,,1179,15,0,4G,Mobile
20251123,C1007698,2003,2048,283,1046,7,3,5G,Mobile
20251124,C1007698,2001,1536,,61,19,1,4G,Mobile
20251125,C1007698,2201,1024,,80,8,1,4G,Mobile
20251126,C1007698,2201,1024,,684,17,1,4G,Mobile
20251127,C1007698,2005,2560,,331,13,1,4G,Mobile
20251128,C1007698,2005,2560,,1516,11,0,4G,Mobile
20251129,C1007698,2001,1536,,663,10,0,4G,Mobile
20251130,C1007698,2201,1024,,727,10,1,4G,Mobile
20251101,C1007699,2003,2048,87,444,7,1,4G,Mobile
20251102,C1007699,2003,2048,146,732,15,3,4G,Mobile
20251103,C1007699,2003,2048,132,163,11,0,4G,Hotspot
20251104,C1007699,2201,1024,,336,11,1,4G,Mobile
20251105,C1007699,2002,2048,,912,15,1,5G,Mobile
20251106,C1007699,2201,1024,,477,12,0,5G,Mobile
20251107,C1007699,2201,1024,,423,10,1,5G,Mobile
20251108,C1007699,2004,1024,222,36,5,3,4G,Mobile
20251109,C1007699,2001,1536,,412,7,2,5G,Mobile
20251110,C1007699,2201,1024,,193,10,1,4G,Mobile
20251111,C1007699,2003,2048,474,1009,11,1,4G,Hotspot
20251112,C1007699,2001,1536,,1189,4,0,5G,Mobile
20251113,C1007699,2001,1536,,989,11,2,5G,Mobile
20251114,C1007699,2201,1024,,576,12,0,4G,Mobile
20251115,C1007699,2003,2048,522,568,14,1,5G,Mobile
20251116,C1007699,2002,2048,,60,11,3,4G,Mobile
20251117,C1007699,2003,2048,13,1359,9,1,4G,Hotspot
20251118,C1007699,2005,2560,,367,14,1,4G,Mobile
20251119,C1007699,2002,2048,,153,11,2,4G,Mobile
20251120,C1007699,2003,2048,184,681,17,0,4G,Mobile
20251121,C1007699,2003,2048,176,780,11,2,5G,Mobile
20251122,C1007699,2002,2048,,1684,7,2,5G,Mobile
20251123,C1007699,2201,1024,,805,12,0,4G,Mobile
20251124,C1007699,2003,2048,129,1150,11,1,4G,Mobile
20251125,C1007699,2003,2048,533,1884,12,0,4G,Mobile
20251126,C1007699,2002,2048,,840,12,4,5G,Mobile
20251127,C1007699,2201,1024,,64,13,1,4G,Mobile
20251128,C1007699,2002,2048,,374,14,2,5G,Mobile
20251129,C1007699,2001,1536,,145,8,2,4G,Mobile
20251130,C1007699,2001,1536,,1453,9,1,4G,Mobile
20251101,C1007700,2101,2048,194,135,14,2,4G,Mobile
20251102,C1007700,2102,3413,11,2204,10,5,4G,Hotspot
20251103,C1007700,2101,2048,531,1479,11,0,4G,Mobile
20251104,C1007700,2101,2048,249,217,14,1,4G,Mobile
20251105,C1007700,2102,3413,534,2002,17,2,4G,Mobile
20251106,C1007700,2102,3413,535,2601,8,1,5G,Mobile
20251107,C1007700,2102,3413,151,2363,15,3,4G,Mobile
20251108,C1007700,2101,2048,229,611,11,0,4G,Mobile
20251109,C1007700,2101,2048,289,385,11,4,4G,Mobile
20251110,C1007700,2102,3413,316,840,10,1,4G,Mobile
20251111,C1007700,2102,3413,54,1328,12,2,4G,Mobile
20251112,C1007700,2101,2048,534,714,11,1,4G,Mobile
20251113,C1007700,2101,2048,535,717,14,2,4G,Mobile
20251114,C1007700,2101,2048,5,1146,14,1,5G,Hotspot
20251115,C1007700,2102,3413,2,1431,10,0,4G,Mobile
20251116,C1007700,2102,3413,362,903,11,3,4G,Mobile
20251117,C1007700,2101,2048,18,1200,14,2,5G,Hotspot
20251118,C1007700,2103,6144,13,2699,18,2,4G,Mobile
20251119,C1007700,2102,3413,56,1006,12,3,5G,Mobile
20251120,C1007700,2102,3413,23,604,6,0,5G,Mobile
20251121,C1007700,2102,3413,228,1038,8,6,4G,Mobile
20251122,C1007700,2102,3413,39,1257,9,1,4G,Mobile
20251123,C1007700,2102,3413,496,1515,12,2,4G,Hotspot
20251124,C1007700,2102,3413,123,1414,13,1,4G,Mobile
20251125,C1007700,2103,6144,33,2067,13,1,4G,Mobile
20251126,C1007700,2102,3413,14,3070,19,3,4G,Mobile
20251127,C1007700,2101,2048,85,616,15,1,5G,Mobile
20251128,C1007700,2101,2048,347,131,17,3,4G,Mobile
20251129,C1007700,2101,2048,28,1533,16,0,4G,Mobile
20251130,C1007700,2103,6144,215,1488,4,3,4G,Mobile
20251101,C1007701,2201,1024,,772,7,0,4G,Mobile
20251102,C1007701,2004,1024,373,453,10,1,5G,Mobile
20251103,C1007701,2004,1024,578,445,7,0,4G,Mobile
20251104,C1007701,2002,2048,,1266,13,0,4G,Mobile
