billing_id,billing_month,customer_id,plan_id,billed_amount_inr,discount_applied_inr,late_fee_inr,refund_amount_inr,net_revenue_inr,billing_status
B5007477,2025-11,C1007477,2102,799,50,0,0,749,Billed
B5007478,2025-11,C1007478,2004,249,50,0,0,199,Billed
B5007479,2025-11,C1007479,2002,399,20,0,0,379,Billed
B5007480,2025-11,C1007480,2201,199,75,0,0,124,Billed
B5007481,2025-11,C1007481,2004,249,0,0,0,249,Billed
B5007482,2025-11,C1007482,2103,999,0,0,0,999,Billed
B5007483,2025-11,C1007483,2001,299,0,0,0,299,Billed
B5007484,2025-11,C1007484,2001,299,0,0,0,299,Billed
B5007485,2025-11,C1007485,2201,199,100,0,0,99,Billed
B5007486,2025-11,C1007486,2201,199,0,0,0,199,Billed
B5007487,2025-11,C1007487,2001,299,0,0,0,299,Billed
B5007488,2025-11,C1007488,2102,799,0,0,0,799,Billed
B5007489,2025-11,C1007489,2002,399,0,0,0,399,Billed
B5007490,2025-11,C1007490,2001,299,0,0,0,299,Billed
B5007491,2025-11,C1007491,2003,999,50,0,0,949,Billed
B5007492,2025-11,C1007492,2002,399,0,0,0,399,Billed
B5007493,2025-11,C1007493,2101,499,0,0,0,499,Billed
B5007494,2025-11,C1007494,2201,199,30,0,0,169,Billed
B5007495,2025-11,C1007495,2101,499,0,0,0,499,Billed
B5007496,2025-11,C1007496,2004,249,0,0,0,249,Billed
B5007497,2025-11,C1007497,2101,499,0,0,0,499,Billed
B5007498,2025-11,C1007498,2003,999,30,0,0,969,Billed
B5007499,2025-11,C1007499,2001,299,0,0,0,299,Billed
B5007500,2025-11,C1007500,2005,499,0,0,0,499,Billed
B5007501,2025-11,C1007501,2103,999,0,0,0,999,Billed
B5007502,2025-11,C1007502,2004,249,0,0,0,249,Billed
B5007503,2025-11,C1007503,2103,999,0,0,0,999,Billed
B5007504,2025-11,C1007504,2001,299,0,0,0,299,Billed
B5007505,2025-11,C1007505,2002,399,30,0,0,369,Billed
B5007506,2025-11,C1007506,2201,199,0,0,0,199,Billed
B5007507,2025-11,C1007507,2001,299,0,0,0,299,Billed
B5007508,2025-11,C1007508,2004,249,0,0,0,249,Billed
B5007509,2025-11,C1007509,2003,999,0,0,0,999,Billed
B5007510,2025-11,C1007510,2001,299,0,0,0,299,Billed
B5007511,2025-11,C1007511,2005,499,20,0,0,479,Billed
B5007512,2025-11,C1007512,2101,499,75,0,0,424,Billed
B5007513,2025-11,C1007513,2002,399,20,0,0,379,Billed
B5007514,2025-11,C1007514,2004,249,0,0,0,249,Billed
B5007515,2025-11,C1007515,2002,399,0,0,0,399,Billed
B5007516,2025-11,C1007516,2005,499,0,0,0,499,Billed
B5007517,2025-11,C1007517,2004,249,0,0,0,249,Billed
B5007518,2025-11,C1007518,2004,249,50,0,0,199,Billed
B5007519,2025-11,C1007519,2102,799,0,0,0,799,Billed
B5007520,2025-11,C1007520,2201,199,0,0,0,199,Billed
B5007521,2025-11,C1007521,2001,299,0,0,0,299,Billed
B5007522,2025-11,C1007522,2201,199,20,0,0,179,Billed
B5007523,2025-11,C1007523,2001,299,0,0,0,299,Billed
B5007524,2025-11,C1007524,2201,199,30,0,0,169,Billed
B5007525,2025-11,C1007525,2002,399,0,0,0,399,Billed
B5007526,2025-11,C1007526,2003,999,0,0,0,999,Billed
B5007527,2025-11,C1007527,2101,499,0,0,0,499,Billed
B5007528,2025-11,C1007528,2004,249,0,0,0,249,Billed
B5007529,2025-11,C1007529,2001,299,0,0,0,299,Billed
B5007530,2025-11,C1007530,2005,499,30,0,0,469,Billed
B5007531,2025-11,C1007531,2201,199,0,0,0,199,Billed
B5007532,2025-11,C1007532,2101,499,0,0,0,499,Billed
B5007533,2025-11,C1007533,2003,999,20,0,0,979,Billed
B5007534,2025-11,C1007534,2003,999,0,0,0,999,Billed
B5007535,2025-11,C1007535,2005,499,0,0,0,499,Billed
B5007536,2025-11,C1007536,2005,499,0,0,149,350,Adjusted
B5007537,2025-11,C1007537,2002,399,0,0,0,399,Billed
B5007538,2025-11,C1007538,2101,499,50,0,0,449,Billed
B5007539,2025-11,C1007539,2003,999,0,0,0,999,Billed
B5007540,2025-11,C1007540,2001,299,0,0,0,299,Billed
B5007541,2025-11,C1007541,2201,199,20,0,0,179,Billed
B5007542,2025-11,C1007542,2003,999,0,0,0,999,Billed
B5007543,2025-11,C1007543,2003,999,0,0,0,999,Billed
B5007544,2025-11,C1007544,2003,999,0,0,0,999,Billed
B5007545,2025-11,C1007545,2002,399,0,0,0,399,Billed
B5007546,2025-11,C1007546,2001,299,20,0,0,279,Billed
B5007547,2025-11,C1007547,2101,499,0,0,0,499,Billed
B5007548,2025-11,C1007548,2002,399,50,0,0,349,Billed
B5007549,2025-11,C1007549,2001,299,0,0,0,299,Billed
B5007550,2025-11,C1007550,2001,299,30,0,0,269,Billed
B5007551,2025-11,C1007551,2004,249,0,0,0,249,Billed
B5007552,2025-11,C1007552,2001,299,0,0,0,299,Billed
B5007553,2025-11,C1007553,2005,499,0,0,0,499,Billed
B5007554,2025-11,C1007554,2001,299,0,0,0,299,Billed
B5007555,2025-11,C1007555,2201,199,0,0,0,199,Billed
B5007556,2025-11,C1007556,2003,999,0,0,0,999,Billed
B5007557,2025-11,C1007557,2101,499,0,0,0,499,Billed
B5007558,2025-11,C1007558,2003,999,20,0,0,979,Billed
B5007559,2025-11,C1007559,2003,999,0,0,0,999,Billed
B5007560,2025-11,C1007560,2002,399,0,0,0,399,Billed
B5007561,2025-11,C1007561,2003,999,100,0,0,899,Billed
B5007562,2025-11,C1007562,2201,199,0,0,0,199,Billed
B5007563,2025-11,C1007563,2004,249,0,0,0,249,Billed
B5007564,2025-11,C1007564,2002,399,0,0,0,399,Billed
B5007565,2025-11,C1007565,2004,249,0,0,0,249,Billed
B5007566,2025-11,C1007566,2201,199,0,0,0,199,Billed
B5007567,2025-11,C1007567,2002,399,50,0,0,349,Billed
B5007568,2025-11,C1007568,2002,399,75,0,0,324,Billed
B5007569,2025-11,C1007569,2001,299,0,0,0,299,Billed
B5007570,2025-11,C1007570,2002,399,0,0,0,399,Billed
B5007571,2025-11,C1007571,2004,249,0,0,0,249,Billed
B5007572,2025-11,C1007572,2004,249,20,0,0,229,Billed
B5007573,2025-11,C1007573,2102,799,0,0,149,650,Adjusted
B5007574,2025-11,C1007574,2004,249,0,0,0,249,Billed
B5007575,2025-11,C1007575,2101,499,0,0,0,499,Billed
B5007576,2025-11,C1007576,2004,249,0,0,0,249,Billed
B5007577,2025-11,C1007577,2003,999,0,0,0,999,Billed
B5007578,2025-11,C1007578,2002,399,0,0,0,399,Billed
B5007579,2025-11,C1007579,2201,199,0,0,99,100,Adjusted
B5007580,2025-11,C1007580,2003,999,75,0,0,924,Billed
B5007581,2025-11,C1007581,2001,299,0,0,0,299,Billed
B5007582,2025-11,C1007582,2102,799,0,0,0,799,Billed
B5007583,2025-11,C1007583,2101,499,0,0,0,499,Billed
B5007584,2025-11,C1007584,2101,499,0,0,0,499,Billed
B5007585,2025-11,C1007585,2002,399,0,0,299,100,Adjusted
B5007586,2025-11,C1007586,2001,299,0,0,0,299,Billed
B5007587,2025-11,C1007587,2101,499,0,0,0,499,Billed
B5007588,2025-11,C1007588,2005,499,0,0,0,499,Billed
B5007589,2025-11,C1007589,2004,249,0,0,149,100,Refunded
B5007590,2025-11,C1007590,2003,999,20,0,0,979,Billed
B5007591,2025-11,C1007591,2201,199,0,0,0,199,Billed
B5007592,2025-11,C1007592,2002,399,0,0,0,399,Billed
B5007593,2025-11,C1007593,2002,399,0,0,0,399,Billed
B5007594,2025-11,C1007594,2201,199,0,0,0,199,Billed
B5007595,2025-11,C1007595,2001,299,0,0,0,299,Billed
B5007596,2025-11,C1007596,2004,249,0,0,0,249,Billed
B5007597,2025-11,C1007597,2002,399,0,0,0,399,Billed
B5007598,2025-11,C1007598,2002,399,0,0,0,399,Billed
B5007599,2025-11,C1007599,2102,799,0,0,0,799,Billed
B5007600,2025-11,C1007600,2004,249,20,0,0,229,Billed
B5007601,2025-11,C1007601,2002,399,100,0,0,299,Billed
B5007602,2025-11,C1007602,2004,249,0,0,0,249,Billed
B5007603,2025-11,C1007603,2102,799,0,0,0,799,Billed
B5007604,2025-11,C1007604,2001,299,0,0,0,299,Billed
B5007605,2025-11,C1007605,2003,999,0,0,0,999,Billed
B5007606,2025-11,C1007606,2201,199,100,0,0,99,Billed
B5007607,2025-11,C1007607,2101,499,0,0,0,499,Billed
B5007608,2025-11,C1007608,2002,399,0,0,0,399,Billed
B5007609,2025-11,C1007609,2001,299,0,0,0,299,Billed
B5007610,2025-11,C1007610,2201,199,0,0,99,100,Refunded
B5007611,2025-11,C1007611,2002,399,0,0,0,399,Billed
B5007612,2025-11,C1007612,2003,999,0,0,0,999,Billed
B5007613,2025-11,C1007613,2201,199,0,0,0,199,Billed
B5007614,2025-11,C1007614,2002,399,0,0,0,399,Billed
B5007615,2025-11,C1007615,2001,299,0,0,0,299,Billed
B5007616,2025-11,C1007616,2002,399,0,0,0,399,Billed
B5007617,2025-11,C1007617,2201,199,0,0,0,199,Billed
B5007618,2025-11,C1007618,2001,299,0,0,0,299,Billed
B5007619,2025-11,C1007619,2101,499,100,0,0,399,Billed
B5007620,2025-11,C1007620,2002,399,0,0,0,399,Billed
B5007621,2025-11,C1007621,2201,199,75,0,0,124,Billed
B5007622,2025-11,C1007622,2004,249,30,0,0,219,Billed
B5007623,2025-11,C1007623,2001,299,0,0,0,299,Billed
B5007624,2025-11,C1007624,2005,499,0,0,0,499,Billed
B5007625,2025-11,C1007625,2002,399,0,0,0,399,Billed
B5007626,2025-11,C1007626,2001,299,0,0,0,299,Billed
B5007627,2025-11,C1007627,2005,499,30,0,0,469,Billed
B5007628,2025-11,C1007628,2002,399,0,0,0,399,Billed
B5007629,2025-11,C1007629,2101,499,0,0,0,499,Billed
B5007630,2025-11,C1007630,2001,299,0,0,0,299,Billed
B5007631,2025-11,C1007631,2102,799,0,0,0,799,Billed
B5007632,2025-11,C1007632,2003,999,0,0,0,999,Billed
B5007633,2025-11,C1007633,2003,999,0,0,0,999,Billed
B5007634,2025-11,C1007634,2001,299,0,0,0,299,Billed
B5007635,2025-11,C1007635,2003,999,20,0,0,979,Billed
B5007636,2025-11,C1007636,2001,299,0,0,0,299,Billed
B5007637,2025-11,C1007637,2201,199,0,0,0,199,Billed
B5007638,2025-11,C1007638,2201,199,20,0,0,179,Billed
B5007639,2025-11,C1007639,2002,399,,0,0,399,Billed
B5007640,2025-11,C1007640,2003,999,30,0,0,969,Billed
B5007641,2025-11,C1007641,2201,199,0,0,0,199,Billed
B5007642,2025-11,C1007642,2001,299,100,0,0,199,Billed
B5007643,2025-11,C1007643,2001,299,30,0,0,269,Billed
B5007644,2025-11,C1007644,2005,499,0,0,0,499,Billed
B5007645,2025-11,C1007645,2004,249,0,0,0,249,Billed
B5007646,2025-11,C1007646,2101,499,100,0,0,399,Billed
B5007647,2025-11,C1007647,2002,399,0,0,0,,Billed
B5007648,2025-11,C1007648,2001,299,0,0,0,299,Billed
B5007649,2025-11,C1007649,2201,199,0,0,0,199,Billed
B5007650,2025-11,C1007650,2002,399,30,0,0,369,Billed
B5007651,2025-11,C1007651,2005,499,0,0,0,499,Billed
B5007652,2025-11,C1007652,2001,299,0,0,0,299,Billed
B5007653,2025-11,C1007653,2101,499,0,0,0,499,Billed
B5007654,2025-11,C1007654,2002,399,0,0,0,399,Billed
B5007655,2025-11,C1007655,2003,999,20,0,0,979,Billed
B5007656,2025-11,C1007656,2001,299,0,0,0,299,Billed
B5007657,2025-11,C1007657,2003,999,0,0,0,999,Billed
B5007658,2025-11,C1007658,2101,499,0,0,0,499,Billed
B5007659,2025-11,C1007659,2001,299,0,0,0,299,Billed
B5007660,2025-11,C1007660,2101,499,50,0,0,449,Billed
B5007661,2025-11,C1007661,2001,299,75,0,0,224,Billed
B5007662,2025-11,C1007662,2004,249,0,0,0,249,Billed
B5007663,2025-11,C1007663,2001,299,0,0,0,299,Billed
B5007664,2025-11,C1007664,2005,499,0,0,0,499,Billed
B5007665,2025-11,C1007665,2005,499,0,0,0,499,Billed
B5007666,2025-11,C1007666,2201,199,75,0,0,124,Billed
B5007667,2025-11,C1007667,2001,299,75,0,0,224,Billed
B5007668,2025-11,C1007668,2005,499,0,0,0,499,Billed
B5007669,2025-11,C1007669,2001,299,75,0,0,224,Billed
B5007670,2025-11,C1007670,2201,199,0,0,0,199,Billed
B5007671,2025-11,C1007671,2003,999,0,0,0,999,Billed
B5007672,2025-11,C1007672,2001,299,0,0,0,299,Billed
B5007673,2025-11,C1007673,2004,249,50,0,99,100,Adjusted
B5007674,2025-11,C1007674,2002,399,0,0,0,399,Billed
B5007675,2025-11,C1007675,2002,399,0,0,0,399,Billed
B5007676,2025-11,C1007676,2002,399,0,0,0,399,Billed
B5007677,2025-11,C1007677,2102,799,0,0,0,799,Billed
B5007678,2025-11,C1007678,2201,199,50,0,0,149,Billed
B5007679,2025-11,C1007679,2002,399,0,0,0,399,Billed
B5007680,2025-11,C1007680,2001,299,0,0,0,299,Billed
B5007681,2025-11,C1007681,2201,199,30,0,0,169,Billed
B5007682,2025-11,C1007682,2001,299,0,0,0,299,Billed
B5007683,2025-11,C1007683,2003,999,0,0,0,999,Billed
B5007684,2025-11,C1007684,2201,199,0,0,99,100,Adjusted
B5007685,2025-11,C1007685,2101,499,0,0,0,499,Billed
B5007686,2025-11,C1007686,2102,799,0,0,0,799,Billed
B5007687,2025-11,C1007687,2002,399,0,0,199,200,Refunded
B5007688,2025-11,C1007688,2002,399,0,0,0,399,Billed
B5007689,2025-11,C1007689,2101,499,0,0,0,499,Billed
B5007690,2025-11,C1007690,2001,299,0,0,299,0,Adjusted
B5007691,2025-11,C1007691,2001,299,50,0,0,249,Billed
B5007692,2025-11,C1007692,2101,499,0,0,0,499,Billed
B5007693,2025-11,C1007693,2004,249,0,0,0,249,Billed
B5007694,2025-11,C1007694,2003,999,0,0,0,999,Billed
B5007695,2025-11,C1007695,2102,799,20,0,0,779,Billed
B5007696,2025-11,C1007696,2004,249,0,0,0,249,Billed
B5007697,2025-11,C1007697,2102,799,30,50,0,819,Billed
B5007698,2025-11,C1007698,2004,249,0,0,0,249,Billed
B5007699,2025-11,C1007699,2003,999,0,0,0,999,Billed
B5007700,2025-11,C1007700,2103,999,0,25,0,1024,Billed
B5007701,2025-11,C1007701,2003,999,0,0,0,999,Billed
B5007702,2025-11,C1007702,2102,799,50,0,0,749,Billed
B5007703,2025-11,C1007703,2002,399,0,0,0,399,Billed
B5007704,2025-11,C1007704,2002,399,0,0,0,399,Billed
B5007705,2025-11,C1007705,2001,299,0,0,0,299,Billed
B5007706,2025-11,C1007706,2201,199,100,0,0,99,Billed
B5007707,2025-11,C1007707,2101,499,0,25,0,524,Billed
B5007708,2025-11,C1007708,2102,799,0,0,0,799,Billed
B5007709,2025-11,C1007709,2002,399,0,0,0,399,Billed
B5007710,2025-11,C1007710,2101,499,0,0,0,499,Billed
B5007711,2025-11,C1007711,2002,399,0,0,0,399,Billed
B5007712,2025-11,C1007712,2102,799,0,0,0,799,Billed
B5007713,2025-11,C1007713,2001,299,0,0,99,200,Adjusted
B5007714,2025-11,C1007714,2002,399,0,0,299,100,Adjusted
B5007715,2025-11,C1007715,2001,299,0,0,0,299,Billed
B5007716,2025-11,C1007716,2002,399,0,0,0,399,Billed
B5007717,2025-11,C1007717,2102,799,0,0,0,799,Billed
B5007718,2025-11,C1007718,2005,499,0,0,0,499,Billed
B5007719,2025-11,C1007719,2101,499,0,0,0,499,Billed
B5007720,2025-11,C1007720,2005,499,0,0,0,499,Billed
B5007721,2025-11,C1007721,2003,999,0,0,0,999,Billed
B5007722,2025-11,C1007722,2002,399,75,0,0,324,Billed
B5007723,2025-11,C1007723,2001,299,0,0,0,299,Billed
B5007724,2025-11,C1007724,2101,499,0,0,0,499,Billed
B5007725,2025-11,C1007725,2201,199,30,0,0,169,Billed
B5007726,2025-11,C1007726,2003,999,0,0,0,999,Billed
B5007727,2025-11,C1007727,2001,299,0,0,0,299,Billed
B5007728,2025-11,C1007728,2103,999,0,0,0,999,Billed
B5007729,2025-11,C1007729,2101,499,0,0,0,499,Billed
B5007730,2025-11,C1007730,2102,799,50,0,0,749,Billed
B5007731,2025-11,C1007731,2005,499,20,0,0,479,Billed
B5007732,2025-11,C1007732,2103,999,0,0,0,999,Billed
B5007733,2025-11,C1007733,2002,399,0,0,0,399,Billed
B5007734,2025-11,C1007734,2101,499,0,0,199,300,Adjusted
B5007735,2025-11,C1007735,2001,299,0,0,0,299,Billed
B5007736,2025-11,C1007736,2001,299,75,0,0,224,Billed
B5007737,2025-11,C1007737,2003,999,30,0,0,969,Billed
B5007738,2025-11,C1007738,2102,799,0,0,0,799,Billed
B5007739,2025-11,C1007739,2002,399,0,0,0,399,Billed
B5007740,2025-11,C1007740,2201,199,0,0,0,199,Billed
B5007741,2025-11,C1007741,2201,199,0,0,0,199,Billed
B5007742,2025-11,C1007742,2101,499,50,0,0,449,Billed
B5007743,2025-11,C1007743,2002,399,30,0,0,369,Billed
B5007744,2025-11,C1007744,2201,199,0,0,199,0,Adjusted
B5007745,2025-11,C1007745,2201,199,0,0,0,199,Billed
B5007746,2025-11,C1007746,2002,399,20,0,0,379,Billed
B5007747,2025-11,C1007747,2001,299,0,0,0,299,Billed
B5007748,2025-11,C1007748,2201,199,30,0,99,70,Refunded
B5007749,2025-11,C1007749,2201,199,75,0,0,124,Billed
B5007750,2025-11,C1007750,2201,199,0,0,0,199,Billed
B5007751,2025-11,C1007751,2002,399,0,0,0,399,Billed
B5007752,2025-11,C1007752,2001,299,0,0,0,299,Billed
B5007753,2025-11,C1007753,2003,999,0,0,0,999,Billed
B5007754,2025-11,C1007754,2002,399,0,0,0,399,Billed
B5007755,2025-11,C1007755,2005,499,0,0,0,499,Billed
B5007756,2025-11,C1007756,2002,399,0,0,0,399,Billed
B5007757,2025-11,C1007757,2003,999,0,0,0,999,Billed
B5007758,2025-11,C1007758,2103,999,0,0,0,999,Billed
B5007759,2025-11,C1007759,2002,399,0,0,0,399,Billed
B5007760,2025-11,C1007760,2002,399,0,0,0,399,Billed
B5007761,2025-11,C1007761,2101,499,0,25,0,524,Billed
B5007762,2025-11,C1007762,2002,399,0,0,0,399,Billed
B5007763,2025-11,C1007763,2001,299,0,0,0,299,Billed
B5007764,2025-11,C1007764,2002,399,0,0,0,399,Billed
B5007765,2025-11,C1007765,2001,299,0,0,0,299,Billed
B5007766,2025-11,C1007766,2002,399,0,0,0,399,Billed
B5007767,2025-11,C1007767,2002,399,0,0,0,399,Billed
B5007768,2025-11,C1007768,2103,999,50,0,0,949,Billed
B5007769,2025-11,C1007769,2001,299,30,0,0,269,Billed
B5007770,2025-11,C1007770,2004,249,0,0,0,249,Billed
B5007771,2025-11,C1007771,2102,799,0,0,0,799,Billed
B5007772,2025-11,C1007772,2002,399,,0,0,399,Billed
B5007773,2025-11,C1007773,2002,399,30,0,0,369,Billed
B5007774,2025-11,C1007774,2103,999,0,0,0,999,Billed
B5007775,2025-11,C1007775,2001,299,0,0,0,299,Billed
B5007776,2025-11,C1007776,2001,299,0,0,0,,Billed
B5007777,2025-11,C1007777,2002,399,0,0,0,399,Billed
B5007778,2025-11,C1007778,2002,399,0,0,0,399,Billed
B5007779,2025-11,C1007779,2101,499,0,0,0,499,Billed
B5007780,2025-11,C1007780,2002,399,0,0,0,399,Billed
B5007781,2025-11,C1007781,2102,799,0,0,0,799,Billed
B5007782,2025-11,C1007782,2201,199,0,0,0,199,Billed
B5007783,2025-11,C1007783,2102,799,0,0,0,799,Billed
B5007784,2025-11,C1007784,2201,199,0,0,0,199,Billed
B5007785,2025-11,C1007785,2102,799,0,0,149,650,Adjusted
B5007786,2025-11,C1007786,2002,399,0,0,0,399,Billed
B5007787,2025-11,C1007787,2102,799,0,0,0,799,Billed
B5007788,2025-11,C1007788,2101,499,0,0,0,499,Billed
B5007789,2025-11,C1007789,2002,399,0,0,0,399,Billed
B5007790,2025-11,C1007790,2001,299,0,0,0,299,Billed
B5007791,2025-11,C1007791,2001,299,0,0,0,299,Billed
B5007792,2025-11,C1007792,2001,299,0,0,0,299,Billed
B5007793,2025-11,C1007793,2004,249,0,0,0,249,Billed
B5007794,2025-11,C1007794,2003,999,0,0,0,999,Billed
B5007795,2025-11,C1007795,2101,499,0,0,0,499,Billed
B5007796,2025-11,C1007796,2101,499,0,0,0,499,Billed
B5007797,2025-11,C1007797,2003,999,0,0,0,999,Billed
B5007798,2025-11,C1007798,2005,499,0,0,0,499,Billed
B5007799,2025-11,C1007799,2003,999,0,0,0,,Billed
B5007800,2025-11,C1007800,2201,199,0,0,0,199,Billed
B5007801,2025-11,C1007801,2102,799,0,0,0,799,Billed
B5007802,2025-11,C1007802,2005,499,0,0,299,200,Refunded
B5007803,2025-11,C1007803,2003,999,0,0,0,999,Billed
B5007804,2025-11,C1007804,2002,399,0,0,0,399,Billed
B5007805,2025-11,C1007805,2003,999,0,0,0,999,Billed
B5007806,2025-11,C1007806,2101,499,50,0,0,449,Billed
B5007807,2025-11,C1007807,2001,299,0,0,0,299,Billed
B5007808,2025-11,C1007808,2201,199,30,0,0,169,Billed
B5007809,2025-11,C1007809,2004,249,0,0,0,249,Billed
B5007810,2025-11,C1007810,2201,199,0,0,0,199,Billed
B5007811,2025-11,C1007811,2001,299,0,0,0,299,Billed
B5007812,2025-11,C1007812,2003,999,0,0,0,999,Billed
B5007813,2025-11,C1007813,2002,399,30,0,0,369,Billed
B5007814,2025-11,C1007814,2002,399,0,0,0,399,Billed
B5007815,2025-11,C1007815,2103,999,0,0,0,999,Billed
B5007816,2025-11,C1007816,2102,799,0,0,0,799,Billed
B5007817,2025-11,C1007817,2201,199,0,0,0,199,Billed
B5007818,2025-11,C1007818,2003,999,0,0,0,999,Billed
B5007819,2025-11,C1007819,2101,499,0,0,0,499,Billed
B5007820,2025-11,C1007820,2001,299,0,0,0,299,Billed
B5007821,2025-11,C1007821,2102,799,0,0,0,799,Billed
B5007822,2025-11,C1007822,2001,299,0,0,0,299,Billed
B5007823,2025-11,C1007823,2201,199,0,0,0,199,Billed
B5007824,2025-11,C1007824,2003,999,0,0,0,999,Billed
B5007825,2025-11,C1007825,2102,799,0,0,0,799,Billed
B5007826,2025-11,C1007826,2201,199,0,0,0,199,Billed
B5007827,2025-11,C1007827,2001,299,30,0,0,269,Billed
B5007828,2025-11,C1007828,2103,999,0,0,0,999,Billed
B5007829,2025-11,C1007829,2102,799,50,0,0,749,Billed
B5007830,2025-11,C1007830,2002,399,0,0,0,399,Billed
B5007831,2025-11,C1007831,2001,299,50,0,0,249,Billed
B5007832,2025-11,C1007832,2001,299,0,0,0,299,Billed
B5007833,2025-11,C1007833,2201,199,30,0,0,169,Billed
B5007834,2025-11,C1007834,2003,999,20,0,0,979,Billed
B5007835,2025-11,C1007835,2002,399,0,0,0,399,Billed
B5007836,2025-11,C1007836,2102,799,30,0,0,769,Billed
B5007837,2025-11,C1007837,2102,799,0,0,0,799,Billed
B5007838,2025-11,C1007838,2102,799,30,0,0,769,Billed
B5007839,2025-11,C1007839,2201,199,0,0,0,199,Billed
B5007840,2025-11,C1007840,2002,399,0,0,0,399,Billed
B5007841,2025-11,C1007841,2005,499,0,0,0,499,Billed
B5007842,2025-11,C1007842,2002,399,100,0,0,299,Billed
B5007843,2025-11,C1007843,2001,299,0,0,0,299,Billed
B5007844,2025-11,C1007844,2002,399,0,0,0,399,Billed
B5007845,2025-11,C1007845,2005,499,0,0,0,499,Billed
B5007846,2025-11,C1007846,2003,999,0,0,0,999,Billed
B5007847,2025-11,C1007847,2003,999,0,0,0,999,Billed
B5007848,2025-11,C1007848,2004,249,0,0,0,249,Billed
B5007849,2025-11,C1007849,2002,399,0,0,0,399,Billed
B5007850,2025-11,C1007850,2002,399,0,0,0,399,Billed
B5007851,2025-11,C1007851,2002,399,50,0,0,349,Billed
B5007852,2025-11,C1007852,2201,199,0,0,0,199,Billed
B5007853,2025-11,C1007853,2002,399,100,0,0,299,Billed
B5007854,2025-11,C1007854,2003,999,0,0,0,999,Billed
B5007855,2025-11,C1007855,2004,249,0,0,0,249,Billed
B5007856,2025-11,C1007856,2003,999,0,0,0,999,Billed
B5007857,2025-11,C1007857,2002,399,20,0,0,379,Billed
B5007858,2025-11,C1007858,2201,199,0,0,0,199,Billed
B5007859,2025-11,C1007859,2001,299,0,0,0,299,Billed
B5007860,2025-11,C1007860,2102,799,20,0,0,779,Billed
B5007861,2025-11,C1007861,2103,999,0,100,0,1099,Billed
B5007862,2025-11,C1007862,2005,499,0,0,0,499,Billed
B5007863,2025-11,C1007863,2101,499,0,0,0,499,Billed
B5007864,2025-11,C1007864,2001,299,50,0,0,249,Billed
B5007865,2025-11,C1007865,2003,999,0,0,0,999,Billed
B5007866,2025-11,C1007866,2002,399,0,0,0,399,Billed
B5007867,2025-11,C1007867,2102,799,0,0,0,799,Billed
B5007868,2025-11,C1007868,2002,399,20,0,0,379,Billed
B5007869,2025-11,C1007869,2003,999,30,0,0,969,Billed
B5007870,2025-11,C1007870,2201,199,0,0,0,199,Billed
B5007871,2025-11,C1007871,2005,499,30,0,0,469,Billed
B5007872,2025-11,C1007872,2002,399,75,0,0,324,Billed
B5007873,2025-11,C1007873,2004,249,0,0,0,249,Billed
B5007874,2025-11,C1007874,2102,799,75,0,0,724,Billed
B5007875,2025-11,C1007875,2201,199,0,0,149,50,Refunded
B5007876,2025-11,C1007876,2001,299,0,0,0,299,Billed
B5007877,2025-11,C1007877,2101,499,0,0,0,499,Billed
B5007878,2025-11,C1007878,2201,199,0,0,0,199,Billed
B5007879,2025-11,C1007879,2201,199,0,0,0,199,Billed
B5007880,2025-11,C1007880,2002,399,75,0,0,324,Billed
B5007881,2025-11,C1007881,2001,299,0,0,0,299,Billed
B5007882,2025-11,C1007882,2001,299,0,0,0,299,Billed
B5007883,2025-11,C1007883,2001,299,0,0,0,299,Billed
B5007884,2025-11,C1007884,2001,299,100,0,0,199,Billed
B5007885,2025-11,C1007885,2004,249,0,0,0,249,Billed
B5007886,2025-11,C1007886,2103,999,0,0,0,999,Billed
B5007887,2025-11,C1007887,2103,999,0,0,0,999,Billed
B5007888,2025-11,C1007888,2201,199,0,0,0,199,Billed
B5007889,2025-11,C1007889,2004,249,30,0,0,219,Billed
B5007890,2025-11,C1007890,2103,999,0,0,0,999,Billed
B5007891,2025-11,C1007891,2201,199,0,0,0,199,Billed
B5007892,2025-11,C1007892,2002,399,0,0,0,399,Billed
B5007893,2025-11,C1007893,2002,399,0,0,0,399,Billed
B5007894,2025-11,C1007894,2003,999,0,0,0,999,Billed
B5007895,2025-11,C1007895,2201,199,0,0,0,199,Billed
B5007896,2025-11,C1007896,2201,199,0,0,0,199,Billed
B5007897,2025-11,C1007897,2002,399,0,0,0,399,Billed
B5007898,2025-11,C1007898,2003,999,0,0,0,999,Billed
B5007899,2025-11,C1007899,2005,499,20,0,0,479,Billed
B5007900,2025-11,C1007900,2002,399,0,0,0,399,Billed
B5007901,2025-11,C1007901,2001,299,0,0,0,299,Billed
B5007902,2025-11,C1007902,2002,399,30,0,0,369,Billed
B5007903,2025-11,C1007903,2002,399,0,0,149,250,Refunded
B5007904,2025-11,C1007904,2005,499,75,0,0,424,Billed
B5007905,2025-11,C1007905,2002,399,0,0,0,399,Billed
B5007906,2025-11,C1007906,2103,999,0,25,299,725,Adjusted
B5007907,2025-11,C1007907,2005,499,0,0,0,499,Billed
B5007908,2025-11,C1007908,2101,499,0,0,0,499,Billed
B5007909,2025-11,C1007909,2004,249,0,0,0,249,Billed
B5007910,2025-11,C1007910,2001,299,0,0,0,299,Billed
